ref_date,geo,dguid,age_group,sex,indicator,characteristic,uom,uom_id,scalar_factor,scalar_id,vector,coordinate,value,status
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969553,10.1.1.15.4,30.0,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969553,10.1.1.15.4,31.4,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969553,10.1.1.15.4,31.2,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1806969581,10.1.1.19.4,21.6,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1806969581,10.1.1.19.4,21.8,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1806969581,10.1.1.19.4,22.2,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969609,10.1.1.23.4,75.7,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969609,10.1.1.23.4,71.6,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969609,10.1.1.23.4,62.8,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806969644,10.1.2.3.4,69.4,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806969644,10.1.2.3.4,58.1,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806969644,10.1.2.3.4,50.0,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806969651,10.1.2.4.4,11.0,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806969651,10.1.2.4.4,12.9,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806969651,10.1.2.4.4,18.4,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806969658,10.1.2.5.4,16.8,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806969658,10.1.2.5.4,18.1,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806969658,10.1.2.5.4,20.3,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1806969700,10.1.2.11.4,10.5,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1806969700,10.1.2.11.4,9.6,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1806969700,10.1.2.11.4,14.6,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1806969707,10.1.2.12.4,10.9,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1806969707,10.1.2.12.4,11.7,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1806969707,10.1.2.12.4,17.1,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969728,10.1.2.15.4,34.4,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969728,10.1.2.15.4,36.1,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969728,10.1.2.15.4,36.0,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1806969756,10.1.2.19.4,25.2,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1806969756,10.1.2.19.4,27.5,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1806969756,10.1.2.19.4,27.4,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969770,10.1.2.23.4,76.0,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969770,10.1.2.23.4,72.2,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969770,10.1.2.23.4,62.2,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806969805,10.1.3.3.4,60.1,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806969805,10.1.3.3.4,51.1,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806969805,10.1.3.3.4,45.8,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806969812,10.1.3.4.4,14.6,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806969812,10.1.3.4.4,16.3,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806969812,10.1.3.4.4,20.9,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806969819,10.1.3.5.4,21.0,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806969819,10.1.3.5.4,22.9,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806969819,10.1.3.5.4,25.9,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1806969861,10.1.3.11.4,19.6,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1806969861,10.1.3.11.4,17.1,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1806969861,10.1.3.11.4,20.4,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1806969868,10.1.3.12.4,19.5,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1806969868,10.1.3.12.4,20.4,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1806969868,10.1.3.12.4,26.0,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969889,10.1.3.15.4,26.0,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969889,10.1.3.15.4,27.2,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806969889,10.1.3.15.4,26.7,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1806969917,10.1.3.19.4,18.3,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1806969917,10.1.3.19.4,16.5,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1806969917,10.1.3.19.4,17.3,
2019/2020,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969945,10.1.3.23.4,75.4,
2021/2022,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969945,10.1.3.23.4,71.2,
2023/2024,Nova Scotia,2021A000212,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806969945,10.1.3.23.4,63.3,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806983704,15.1.1.3.4,61.1,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806983704,15.1.1.3.4,53.9,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806983704,15.1.1.3.4,49.2,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806983711,15.1.1.4.4,10.8,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806983711,15.1.1.4.4,14.8,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806983711,15.1.1.4.4,17.4,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806983718,15.1.1.5.4,19.1,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806983718,15.1.1.5.4,20.4,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806983718,15.1.1.5.4,23.0,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1806983760,15.1.1.11.4,12.0,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1806983760,15.1.1.11.4,13.1,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1806983760,15.1.1.11.4,15.7,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1806983767,15.1.1.12.4,13.5,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1806983767,15.1.1.12.4,15.8,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1806983767,15.1.1.12.4,,..
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806983788,15.1.1.15.4,24.6,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806983788,15.1.1.15.4,24.7,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806983788,15.1.1.15.4,25.2,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1806983816,15.1.1.19.4,19.7,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1806983816,15.1.1.19.4,21.1,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1806983816,15.1.1.19.4,21.1,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806983844,15.1.1.23.4,72.5,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806983844,15.1.1.23.4,72.5,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806983844,15.1.1.23.4,63.0,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806983879,15.1.2.3.4,64.4,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806983879,15.1.2.3.4,58.0,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806983879,15.1.2.3.4,49.7,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806983886,15.1.2.4.4,12.1,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806983886,15.1.2.4.4,12.4,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806983886,15.1.2.4.4,16.2,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806983893,15.1.2.5.4,16.2,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806983893,15.1.2.5.4,18.0,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806983893,15.1.2.5.4,22.3,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1806983935,15.1.2.11.4,10.1,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1806983935,15.1.2.11.4,10.4,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1806983935,15.1.2.11.4,12.3,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1806983942,15.1.2.12.4,11.9,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1806983942,15.1.2.12.4,11.9,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1806983942,15.1.2.12.4,,..
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806983963,15.1.2.15.4,30.6,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806983963,15.1.2.15.4,28.6,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806983963,15.1.2.15.4,27.7,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1806983991,15.1.2.19.4,26.8,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1806983991,15.1.2.19.4,25.7,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1806983991,15.1.2.19.4,26.7,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806984005,15.1.2.23.4,71.8,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806984005,15.1.2.23.4,72.9,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806984005,15.1.2.23.4,61.1,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806984040,15.1.3.3.4,58.0,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806984040,15.1.3.3.4,50.0,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1806984040,15.1.3.3.4,48.8,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806984047,15.1.3.4.4,9.6,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806984047,15.1.3.4.4,17.1,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1806984047,15.1.3.4.4,18.4,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806984054,15.1.3.5.4,21.9,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806984054,15.1.3.5.4,22.7,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1806984054,15.1.3.5.4,23.7,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1806984096,15.1.3.11.4,13.8,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1806984096,15.1.3.11.4,15.7,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1806984096,15.1.3.11.4,18.9,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1806984103,15.1.3.12.4,15.2,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1806984103,15.1.3.12.4,19.6,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1806984103,15.1.3.12.4,,..
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806984124,15.1.3.15.4,19.1,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806984124,15.1.3.15.4,21.1,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1806984124,15.1.3.15.4,22.8,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1806984152,15.1.3.19.4,12.9,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1806984152,15.1.3.19.4,16.8,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1806984152,15.1.3.19.4,15.8,
2019/2020,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806984180,15.1.3.23.4,73.2,
2021/2022,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806984180,15.1.3.23.4,72.2,
2023/2024,New Brunswick,2021A000213,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1806984180,15.1.3.23.4,64.7,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807006699,23.1.1.3.4,71.4,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807006699,23.1.1.3.4,65.2,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807006699,23.1.1.3.4,63.6,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807006706,23.1.1.4.4,6.0,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807006706,23.1.1.4.4,8.3,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807006706,23.1.1.4.4,8.8,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807006713,23.1.1.5.4,23.3,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807006713,23.1.1.5.4,21.4,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807006713,23.1.1.5.4,20.9,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807006755,23.1.1.11.4,6.2,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807006755,23.1.1.11.4,7.3,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807006755,23.1.1.11.4,9.6,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807006762,23.1.1.12.4,8.4,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807006762,23.1.1.12.4,11.2,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807006762,23.1.1.12.4,,..
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807006783,23.1.1.15.4,16.8,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807006783,23.1.1.15.4,16.2,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807006783,23.1.1.15.4,15.6,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807006811,23.1.1.19.4,19.8,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807006811,23.1.1.19.4,19.7,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807006811,23.1.1.19.4,22.1,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807006839,23.1.1.23.4,62.9,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807006839,23.1.1.23.4,61.6,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807006839,23.1.1.23.4,56.6,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807006874,23.1.2.3.4,75.1,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807006874,23.1.2.3.4,68.0,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807006874,23.1.2.3.4,66.8,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807006881,23.1.2.4.4,5.7,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807006881,23.1.2.4.4,8.1,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807006881,23.1.2.4.4,8.0,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807006888,23.1.2.5.4,22.0,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807006888,23.1.2.5.4,18.6,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807006888,23.1.2.5.4,18.8,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807006930,23.1.2.11.4,4.6,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807006930,23.1.2.11.4,5.8,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807006930,23.1.2.11.4,7.3,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807006937,23.1.2.12.4,5.7,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807006937,23.1.2.12.4,8.5,
